year,country,ccode,obsid,leader,tstart,tstop,event,event2,sanction,sanction_fin,sanction_trade,polity2,demobin,anocracy,autocracy,regime3,gwf_personal,gwf_military,gwf_party,Llog_gdppc,Llog_pop,Llog_imports_gdp_pc,Llog_oil_gas,cold_war,relfrac,gmlmidongoing
1960,Afghanistan,700,AFG-1953,Sardar Mohammad Daud Khan,2307,2672,0,0,0,0,0,-10,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.2383999768005276,1
1961,Afghanistan,700,AFG-1953,Sardar Mohammad Daud Khan,2673,3037,0,0,0,0,0,-10,0,0,1,Autocracy,0,0,0,7.189922170745808,16.100847757548767,0.37050659032056976,0,1,0.2401111372821021,1
1962,Afghanistan,700,AFG-1953,Sardar Mohammad Daud Khan,3038,3402,0,0,0,0,0,-10,0,0,1,Autocracy,0,0,0,7.1770187659099,16.122386432375475,0.3460694570998239,0,1,0.24183049389677158,0
1963,Afghanistan,700,AFG-1953,Sardar Mohammad Daud Khan,3403,3471,0,1,0,0,0,-10,0,0,1,Autocracy,0,0,0,7.171656822768514,16.144445426281102,0.3192225820330993,0,1,0.24355797582252503,0
1963,Afghanistan,700,AFG-1963,Mohammad Yusuf,0,296,0,0,0,0,0,-10,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.24355797582252503,0
1964,Afghanistan,700,AFG-1963,Mohammad Yusuf,297,662,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.168579897264035,16.16698104868813,0.29177670807211564,0,1,0.24529353956172872,0
1965,Afghanistan,700,AFG-1963,Mohammad Yusuf,663,968,0,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.1631723908466425,16.18985801718521,0.6992385343434562,0,1,0.24703725629696105,0
1965,Afghanistan,700,AFG-1965,Mohammad Hashim Maiwandwal,0,59,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.24703725629696105,0
1966,Afghanistan,700,AFG-1965,Mohammad Hashim Maiwandwal,60,424,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.162397497355718,16.213223996049898,0.647820669344222,0,1,0.24878885655322291,0
1967,Afghanistan,700,AFG-1965,Mohammad Hashim Maiwandwal,425,708,0,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.148345743900068,16.2369447847967,0.3942034481347457,0,1,0.2505486648141413,0
1967,Afghanistan,700,AFG-1967-1,Abdallah Yakta,0,21,0,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.2505486648141413,0
1967,Afghanistan,700,AFG-1967-2,Nur Ahmad Etemadi,0,60,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.2505486648141413,0
1968,Afghanistan,700,AFG-1967-2,Nur Ahmad Etemadi,61,426,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.152268856032539,16.26115649379897,0.662212613991955,1.8287222408058366,1,0.25231640650947007,0
1969,Afghanistan,700,AFG-1967-2,Nur Ahmad Etemadi,427,791,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.162397497355718,16.28572649234227,0.596489419297681,2.731503731719839,1,0.25409200722246916,0
1970,Afghanistan,700,AFG-1967-2,Nur Ahmad Etemadi,792,1156,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.15305163493748,16.31061503272872,0.5862739184699617,3.011647837577095,1,0.25587556224002417,0
1971,Afghanistan,700,AFG-1967-2,Nur Ahmad Etemadi,1157,1316,0,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.148345743900068,16.33570391077385,0.5263012329909252,3.1586581787401746,1,0.257667165463787,0
1971,Afghanistan,700,AFG-1971,Abdul Zahir,0,205,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.257667165463787,0
1972,Afghanistan,700,AFG-1971,Abdul Zahir,206,546,0,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,7.1204443723924875,16.360963395120258,0.6533064958059506,3.17849136251262,1,0.259466541533499,0
1972,Afghanistan,700,AFG-1972,Mohammad Musa Shafiq,0,19,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.259466541533499,0
1973,Afghanistan,700,AFG-1972,Mohammad Musa Shafiq,20,217,1,1,0,0,0,-7,0,0,1,Autocracy,0,0,0,6.914730892718563,16.38651844847129,0.7917422331942238,3.1617654658750114,1,0.2612736696644564,0
1973,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,0,167,0,0,0,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,1,0.2612736696644564,0
1974,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,168,532,0,0,0,0,0,-7,0,0,1,Autocracy,1,0,0,6.918695219020472,16.412331202379942,0.6711799313809614,3.0985383507902373,1,0.2630885812080199,0
1975,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,533,897,0,0,0,0,0,-7,0,0,1,Autocracy,1,0,0,6.946013991099227,16.43814810344055,0.9913764719203937,3.2223486861465123,1,0.26491122889742047,0
1976,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,898,1263,0,0,0,0,0,-7,0,0,1,Autocracy,1,0,0,6.97914527506881,16.463952287461172,1.1723551991888372,3.2198763597861637,1,0.2667415006387035,0
1977,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,1264,1628,0,0,0,0,0,-7,0,0,1,Autocracy,1,0,0,7.007600613951853,16.489728170530032,1.085310159523382,3.2731079660916964,1,0.26857951295837856,0
1978,Afghanistan,700,AFG-1973,Sardar Mohammad Daud Khan,1629,1745,1,1,0,0,0,0,0,1,0,Anocracy,1,0,0,6.92951677076365,16.51552858736922,1.3902831442792225,3.4159970815070704,1,0.27042485144713746,0
1978,Afghanistan,700,AFG-1978,Taraki,0,245,0,0,0,0,0,0,0,1,0,Anocracy,1,0,0,NA,NA,NA,NA,1,0.27042485144713746,0
1979,Afghanistan,700,AFG-1978,Taraki,246,331,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,1,6.975413927455952,16.54133518716565,1.3237543928212898,3.2950078851724247,1,0.27227790644288985,1
1979,Afghanistan,700,AFG-1979-1,Amin,0,275,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,0.27227790644288985,1
1979,Afghanistan,700,AFG-1979-2,Karmal,0,4,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,0.27227790644288985,1
1980,Afghanistan,700,AFG-1979-2,Karmal,5,370,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,6.930494765951626,16.559956974257776,1.4959922721422827,3.1790349042292116,1,0.27413845148741733,1
1981,Afghanistan,700,AFG-1979-2,Karmal,371,735,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,6.926577033222725,16.526489798572364,1.4415854077143435,3.4660674674104803,1,0.2760063821738996,1
1982,Afghanistan,700,AFG-1979-2,Karmal,736,1100,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.042286171939743,16.431153029741328,1.4954168618402388,3.921284016495605,1,0.27788179944529545,1
1983,Afghanistan,700,AFG-1979-2,Karmal,1101,1465,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.146772179452637,16.347857254574105,1.103514999144743,3.953616153323591,1,0.27976443039524734,1
1984,Afghanistan,700,AFG-1979-2,Karmal,1466,1831,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.205635176410364,16.336347256192102,1.1704750093785738,3.9001886149294744,1,0.2816542147613128,1
1985,Afghanistan,700,AFG-1979-2,Karmal,1832,2196,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.198183577101943,16.36253091640682,1.1929760893477799,3.9088610264153147,1,0.28355133695062584,1
1986,Afghanistan,700,AFG-1979-2,Karmal,2197,2320,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.1731917424865985,16.389648341480218,1.1981800494577344,3.939007506173793,1,0.28545543848611,1
1986,Afghanistan,700,AFG-1986,Najibullah,0,241,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,0.28545543848611,1
1987,Afghanistan,700,AFG-1986,Najibullah,242,606,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.203405521083095,16.390105554015804,1.47795626812262,3.8531155727404234,1,0.287366930244748,1
1988,Afghanistan,700,AFG-1986,Najibullah,607,972,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,7.099201743553092,16.384758356186026,1.6693291131482284,3.438335935513289,1,0.2892851612116796,0
1989,Afghanistan,700,AFG-1986,Najibullah,973,1337,0,0,0,0,0,-8,0,0,1,Autocracy,0,0,1,7.00397413672268,16.393376140692357,1.5298463485458365,3.320971668034051,1,0.2912104348355917,1
1990,Afghanistan,700,AFG-1986,Najibullah,1338,1702,0,0,0,0,0,-8,0,0,1,Autocracy,0,0,1,6.906754778648554,16.41842244094318,1.4246943178967968,2.9210492000304042,1,0.29314260170001694,0
1991,Afghanistan,700,AFG-1986,Najibullah,1703,2067,0,0,0,0,0,-8,0,0,1,Autocracy,0,0,1,6.870053411798126,16.42322463701382,1.540760548837423,3.221753037774525,1,0.2950816257799479,0
1992,Afghanistan,700,AFG-1986,Najibullah,2068,2174,1,1,0,0,0,0,0,1,0,Anocracy,0,0,1,6.781251067598273,16.430860503777563,1.542877632446515,3.290079949696779,0,0.29702722579222196,0
1992,Afghanistan,700,AFG-1992-1,Mojadidi,0,61,0,1,0,0,0,0,0,1,0,Anocracy,0,0,1,NA,NA,NA,NA,0,0.29702722579222196,0
1992,Afghanistan,700,AFG-1992-2,Burhanuddin Rabbani,0,186,0,0,0,0,0,0,0,1,0,Anocracy,0,0,1,NA,NA,NA,NA,0,0.29702722579222196,0
1993,Afghanistan,700,AFG-1992-2,Burhanuddin Rabbani,187,551,0,0,0,0,0,0,0,1,0,Anocracy,0,0,0,6.73800479281167,16.52509291804456,1.4210190830920484,3.01693654567519,0,0.2989796290775376,1
1994,Afghanistan,700,AFG-1992-2,Burhanuddin Rabbani,552,916,0,0,0,0,0,0,0,1,0,Anocracy,0,0,0,6.360270415008696,16.648900357039622,1.7449726658263733,2.945174271967157,0,0.3009387476007659,1
1995,Afghanistan,700,AFG-1992-2,Burhanuddin Rabbani,917,1281,0,0,0,0,0,0,0,1,0,Anocracy,0,0,0,6.060114662536386,16.73252424680686,1.7808614438693209,2.758693189313527,0,0.3029043231936617,1
1996,Afghanistan,700,AFG-1992-2,Burhanuddin Rabbani,1282,1552,1,1,1,0,0,-7,0,0,1,Autocracy,0,0,0,6.450376256987214,16.783100525571985,1.4225740834337222,2.6216710427511627,0,0.3048762261540715,0
1996,Afghanistan,700,AFG-1996,Mullah Omar,0,95,0,0,1,0,0,-7,0,0,1,Autocracy,0,0,0,NA,NA,NA,NA,0,0.3048762261540715,0
1997,Afghanistan,700,AFG-1996,Mullah Omar,96,460,0,0,1,0,0,-7,0,0,1,Autocracy,0,0,1,6.397221719998633,16.81677748701674,1.8678935182842002,2.57889705945751,0,0.30685458653912,1
1998,Afghanistan,700,AFG-1996,Mullah Omar,461,825,0,0,1,0,0,-7,0,0,1,Autocracy,0,0,1,6.3466851421666775,16.84897204832827,1.8081845876446554,2.586872471843012,0,0.30883940538909005,1
1999,Afghanistan,700,AFG-1996,Mullah Omar,826,1190,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,6.30085689794949,16.881328439084953,1.600513180387668,2.4068541564705828,0,0.3108302968644716,1
2000,Afghanistan,700,AFG-1996,Mullah Omar,1191,1556,0,0,1,1,1,-7,0,0,1,Autocracy,0,0,1,6.251244449472976,16.91587308059635,1.659585443071283,2.3829211621252093,0,0.31282732289862003,1
2001,Afghanistan,700,AFG-1996,Mullah Omar,1557,1873,1,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,6.219342365272127,16.927291029880934,1.8721319970253738,3.0229574826031156,0,0.31483054333479366,1
2001,Afghanistan,700,AFG-2001,Hamid Karzai,0,9,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,0,0.31483054333479366,0
2002,Afghanistan,700,AFG-2001,Hamid Karzai,10,374,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,6.193756194519088,16.92933692990073,1.7993658859234698,0.27885245803277997,0,0.31683966728753343,1
2003,Afghanistan,700,AFG-2001,Hamid Karzai,375,739,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,6.680624493260667,16.97675726999584,1.8721393070882495,0.25200021546400087,0,0.31885462325626646,1
2004,Afghanistan,700,AFG-2001,Hamid Karzai,740,1105,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,6.736735810861962,17.034586362835142,2.156202956033808,0.168010931762015,0,0.32087531494102706,1
2005,Afghanistan,700,AFG-2001,Hamid Karzai,1106,1470,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,6.767388317324553,17.06192372582556,2.2817771890100826,0.16597206341232534,0,0.3229017657565557,1
2006,Afghanistan,700,AFG-2001,Hamid Karzai,1471,1835,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,6.871514555590716,17.086409410899627,2.577089703976257,0.23019749747412974,0,0.3249338765035773,1
2007,Afghanistan,700,AFG-2001,Hamid Karzai,1836,2200,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,6.963281326002065,17.117034923142363,2.6694964373632497,0.14929579589809888,0,0.32697144478121554,1
2008,Afghanistan,700,AFG-2001,Hamid Karzai,2201,2566,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,7.138864414828983,17.12557900621533,2.7259824227872573,0.27227705501207017,0,0.32901462284778116,1
2009,Afghanistan,700,AFG-2001,Hamid Karzai,2567,2931,0,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,7.185089522307564,17.13715955419996,2.8841443501867063,0.3835939510627031,0,0.33106298347406005,1
2010,Afghanistan,700,AFG-2001,Hamid Karzai,2932,3296,0,0,1,1,0,NA,NA,NA,NA,NA,1,0,0,7.350722082920769,17.164853084084154,2.813195060467688,0.11408048575920973,0,0.33311658874991334,1
2011,Afghanistan,700,AFG-2001,Hamid Karzai,3297,3661,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,7.394905827263149,17.186970121362474,2.9576252694873393,0.4842335589072954,0,0.33517538814049175,NA
2012,Afghanistan,700,AFG-2001,Hamid Karzai,3662,4027,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,7.491087593534876,17.20860856136978,3.0378758268915784,0.41837080465854026,0,0.33723918597037994,NA
2013,Afghanistan,700,AFG-2001,Hamid Karzai,4028,4392,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,7.573017256052546,17.23061084479542,2.662113078573323,0.3230249271186101,0,0.33930794133850994,NA
2014,Afghanistan,700,AFG-2001,Hamid Karzai,4393,4664,0,1,1,1,0,-1,0,1,0,Anocracy,NA,NA,NA,7.613324979540639,17.25297557879697,2.668679531309825,0.4129617494095538,0,NA,NA
2014,Afghanistan,700,AFG-2014,Ahmadzai,0,93,0,0,1,1,0,-1,0,1,0,Anocracy,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1960,Albania,339,ALB-1944,Hoxha,5511,5876,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,NA,NA,NA,NA,1,0.47960555611463995,0
1961,Albania,339,ALB-1944,Hoxha,5877,6241,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,7.746300662231439,14.299857084325742,NA,3.535872813649017,1,0.47858402097895003,0
1962,Albania,339,ALB-1944,Hoxha,6242,6606,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,7.754481547470383,14.332299366549536,NA,3.334031208071243,1,0.47756071356149,0
1963,Albania,339,ALB-1944,Hoxha,6607,6971,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,7.786967002614872,14.362554507610861,NA,3.419254486842178,1,0.4765356476249899,0
1964,Albania,339,ALB-1944,Hoxha,6972,7337,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,7.820439515262181,14.391963797089366,NA,3.4815122101689977,1,0.47550937381618985,0
1965,Albania,339,ALB-1944,Hoxha,7338,7702,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,7.853993087224244,14.421073834035631,NA,3.458588857829488,1,0.47448125097686,0
1966,Albania,339,ALB-1944,Hoxha,7703,8067,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,7.8898337513942955,14.448723003681033,NA,3.489548439444163,1,0.47345178916184005,0
1967,Albania,339,ALB-1944,Hoxha,8068,8432,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,7.926602599181384,14.474564616776025,NA,3.508005343049805,1,0.47242072611983,0
1968,Albania,339,ALB-1944,Hoxha,8433,8798,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,7.964155718840937,14.500655808305162,NA,3.555221652120086,1,0.47138853039976014,0
1969,Albania,339,ALB-1944,Hoxha,8799,9163,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,7.999342952713282,14.527821926767434,NA,3.6248890181715634,1,0.4703548017298199,0
1970,Albania,339,ALB-1944,Hoxha,9164,9528,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.03268487596762,14.557573132947255,NA,3.6565975858495157,1,0.4693198296812201,0
1971,Albania,339,ALB-1944,Hoxha,9529,9893,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.069029328774958,14.584049029728826,NA,3.8324899254140377,1,0.46828353090503994,0
1972,Albania,339,ALB-1944,Hoxha,9894,10259,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.10832229017324,14.60792326742983,NA,4.086059626465757,1,0.46724605770296,0
1973,Albania,339,ALB-1944,Hoxha,10260,10624,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.146419323098003,14.632446702432427,NA,4.364129612149665,1,0.4662073260671401,0
1974,Albania,339,ALB-1944,Hoxha,10625,10989,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.195057690895077,14.646544445483107,NA,4.548387561428505,1,0.46516748856021994,0
1975,Albania,339,ALB-1944,Hoxha,10990,11354,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.19891444498699,14.669042091433527,NA,5.452620379574004,1,0.46412646051768014,1
1976,Albania,339,ALB-1944,Hoxha,11355,11720,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.202208436436448,14.691440855449573,NA,5.386241074337164,1,0.46308437459575,0
1977,Albania,339,ALB-1944,Hoxha,11721,12085,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.206583614320753,14.713565626213178,NA,5.473871795798627,1,0.46204132544602017,0
1978,Albania,339,ALB-1944,Hoxha,12086,12450,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.210939733379021,14.7354139562935,NA,5.516055079695975,1,0.46099726670058006,0
1979,Albania,339,ALB-1944,Hoxha,12451,12815,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.215006432761575,14.756835697668688,NA,5.4467671687723715,1,0.4599523126007501,0
1980,Albania,339,ALB-1944,Hoxha,12816,13181,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.22040309993373,14.777798605252997,NA,6.249952038653795,1,0.45890625724421996,0
1981,Albania,339,ALB-1944,Hoxha,13182,13546,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.227108234348146,14.798117729541705,NA,5.786246964231519,1,0.4578593736866199,0
1982,Albania,339,ALB-1944,Hoxha,13547,13911,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.232706009860976,14.817711794423667,1.2440520433810658,5.9445668043951265,1,0.4568116163940701,0
1983,Albania,339,ALB-1944,Hoxha,13912,14276,0,0,1,1,1,-9,0,0,1,Autocracy,0,0,1,8.23827262463303,14.837996377144435,1.399646944225713,5.666254213276181,1,0.4557630786187501,0
1984,Albania,339,ALB-1944,Hoxha,14277,14642,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.244071270295786,14.858368740408412,1.1748545485005353,5.3840311740510876,1,0.4547139187932716,0
1985,Albania,339,ALB-1944,Hoxha,14643,14743,0,1,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.249575150000199,14.878840341879771,1.1855491849870783,5.338403156170517,1,0.45366399283237313,0
1985,Albania,339,ALB-1985,Alia,0,262,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,NA,NA,NA,NA,1,0.45366399283237313,0
1986,Albania,339,ALB-1985,Alia,263,627,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.254788926148725,14.899583324866041,1.1924495518485525,5.094285272673834,1,0.45261333649763646,0
1987,Albania,339,ALB-1985,Alia,628,992,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.261009786023827,14.919255651224072,1.1538422710499998,4.565999877407278,1,0.4515618762233472,0
1988,Albania,339,ALB-1985,Alia,993,1358,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.267192185932146,14.938919844018375,1.1141215843184165,4.469658322433602,1,0.45051002975445986,0
1989,Albania,339,ALB-1985,Alia,1359,1723,0,0,1,0,1,-9,0,0,1,Autocracy,0,0,1,8.273846932784508,14.958727438103997,1.276265440532008,4.17187388073922,1,0.44945745361689715,0
1990,Albania,339,ALB-1985,Alia,1724,2088,0,0,1,0,1,1,0,1,0,Anocracy,0,0,1,8.280964400553373,14.977348005687425,1.40347088253808,4.277446776916425,1,0.44840441867373504,0
1991,Albania,339,ALB-1985,Alia,2089,2453,0,0,1,0,1,3,0,1,0,Anocracy,0,0,1,8.289790583181643,14.99440491027338,1.451144191635372,4.375972357291515,1,0.44735085601666,0
1992,Albania,339,ALB-1985,Alia,2454,2547,0,1,1,0,1,5,0,1,0,Anocracy,0,0,0,7.9868790944290815,14.974524698539405,1.8387999133870307,3.9785802984550735,0,0.4462968994055023,0
1992,Albania,339,ALB-1992,Berisha,0,266,0,0,1,0,1,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,0,0.4462968994055023,1
1993,Albania,339,ALB-1992,Berisha,267,631,0,0,1,0,1,5,0,1,0,Anocracy,0,0,0,7.952180674934932,14.939644383862461,2.023993295217364,3.58373296984698,0,0.44524244360544796,1
1994,Albania,339,ALB-1992,Berisha,632,996,0,0,1,1,1,5,0,1,0,Anocracy,0,0,0,8.05102983758558,14.93777752237864,1.6808705510346933,3.3319602726480757,0,0.44418755872399995,1
1995,Albania,339,ALB-1992,Berisha,997,1361,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.131445466595885,14.952307767127357,0.9224396905156402,3.19765905103654,0,0.4431323403624019,1
1996,Albania,339,ALB-1992,Berisha,1362,1727,0,0,0,0,0,0,0,1,0,Anocracy,0,0,0,8.20703387286824,14.967300198402002,1.8883636863821915,3.225693060411029,0,0.4420769098488956,0
1997,Albania,339,ALB-1992,Berisha,1728,1932,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,8.285433960323838,14.961066863275235,2.114671476798621,3.328832417950371,0,0.4410211384638809,1
1997,Albania,339,ALB-1997,Fatos Nano,0,160,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,0,0.4410211384638809,1
1998,Albania,339,ALB-1997,Fatos Nano,161,435,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,8.16819885898182,14.954791229354951,1.8906485288711414,2.944928220710382,0,0.43996503160562384,1
1998,Albania,339,ALB-1998,Majko,0,90,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,0,0.43996503160562384,1
1999,Albania,339,ALB-1998,Majko,91,392,0,1,0,0,0,5,0,1,0,Anocracy,0,0,0,8.261881021905035,14.948475963004046,2.0291486399796552,2.576054886634855,0,0.4389089057598099,1
1999,Albania,339,ALB-1999,Meta,0,63,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,NA,NA,NA,NA,0,0.4389089057598099,0
2000,Albania,339,ALB-1999,Meta,64,429,0,0,0,0,0,5,0,1,0,Anocracy,0,0,0,8.396615848745311,14.942123801755773,2.02490888662608,2.7817883530837384,0,0.437852327633394,1
2001,Albania,339,ALB-1999,Meta,430,794,0,0,1,1,0,5,0,1,0,Anocracy,0,0,0,8.478136224736982,14.9354798208608,2.138667322431638,3.150590502650647,0,0.4367957280088175,0
2002,Albania,339,ALB-1999,Meta,795,847,0,1,1,1,0,7,1,0,0,Democracy,0,0,0,8.572780979573555,14.929546619678861,2.229272836856171,3.0002439410738666,0,0.4357391678805357,0
2002,Albania,339,ALB-2002-1,Majko,0,159,0,1,1,1,0,7,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.4357391678805357,1
2002,Albania,339,ALB-2002-2,Fatos Nano,0,153,0,0,1,1,0,7,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.4357391678805357,0
2003,Albania,339,ALB-2002-2,Fatos Nano,154,518,0,0,1,1,0,7,1,0,0,Democracy,0,0,0,8.632121016096798,14.926548658806592,2.2837410311250785,3.051166502362507,0,0.43468232372802496,0
2004,Albania,339,ALB-2002-2,Fatos Nano,519,884,0,0,1,1,0,7,1,0,0,Democracy,0,0,0,8.700288655165627,14.922808351527694,2.4153608916541494,3.250181668601915,0,0.4336256238374,0
2005,Albania,339,ALB-2002-2,Fatos Nano,885,1138,0,1,1,1,0,9,1,0,0,Democracy,0,0,0,8.767153208898456,14.918629343770245,2.553970039983079,3.462039291778797,0,0.4325688088760975,0
2005,Albania,339,ALB-2005,Berisha,0,111,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,NA,NA,NA,NA,0,0.4325688088760975,0
2006,Albania,339,ALB-2005,Berisha,112,476,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,8.833239233264102,14.913512660506688,2.619022881620257,3.8153836296140704,0,0.43151206564689437,0
2007,Albania,339,ALB-2005,Berisha,477,841,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,8.902092277651006,14.907202288047063,2.6906811558730857,4.001513513813135,0,0.4304554475576474,0
2008,Albania,339,ALB-2005,Berisha,842,1207,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,8.970325007094024,14.899645216340543,2.9351160070063007,3.8700916317847813,0,0.4293988115103876,0
2009,Albania,339,ALB-2005,Berisha,1208,1572,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,9.050421569955127,14.891969257990944,3.0896061323095503,4.08127476268596,0,0.4283424460695485,0
2010,Albania,339,ALB-2005,Berisha,1573,1937,0,0,1,1,0,9,1,0,0,Democracy,0,0,0,9.089242402678963,14.885232854021144,2.9012052312406804,3.493673511872347,0,0.42728601279607514,0
2011,Albania,339,ALB-2005,Berisha,1938,2302,0,0,1,1,0,9,1,0,0,Democracy,NA,NA,NA,9.129452688886538,14.880266121538183,2.890309567531628,4.378709265228395,0,0.426229944404691,NA
2012,Albania,339,ALB-2005,Berisha,2303,2668,0,0,1,1,0,9,1,0,0,Democracy,NA,NA,NA,9.157361447185297,14.877579878451177,3.0150039065781544,5.021653312729635,0,0.42517416849787004,NA
2013,Albania,339,ALB-2005,Berisha,2669,2926,0,1,1,1,0,9,1,0,0,Democracy,NA,NA,NA,9.173088424811528,14.875925875942585,2.920966091308065,5.186725481412547,0,0.42411849375012367,NA
2013,Albania,339,ALB-2013,Rama,0,107,0,0,1,1,0,9,1,0,0,Democracy,NA,NA,NA,NA,NA,NA,NA,0,0.42411849375012367,NA
2014,Albania,339,ALB-2013,Rama,108,472,0,0,1,1,0,9,1,0,0,Democracy,NA,NA,NA,9.184892018267472,14.87409220557603,2.9156381043309167,5.1576368663721786,0,NA,NA
